gene,case_missense_mpc_2,control_missense_mpc_2,sample_missense_mpc_2,pval_missense_mpc_2,OR_missense_mpc_2,lowci_missense_mpc_2,highci_missense_mpc_2
ACKR2,53,69,122,0.015525183869946543,1.5660319267674734,1.0712500451785807,2.2781063220904665
ACKR3,39,50,89,0.031869593719376095,1.5883127600598048,1.0154700313382534,2.4683175729853697
ACN9,12,34,46,0.35001874115904336,0.7151508608799558,0.33679201479031834,1.4177128519076396
ACO1,17,30,47,0.643300972150398,1.150248969922962,0.5943151423123741,2.1568697301609494
ACOT11,138,223,361,0.03536382770082471,1.2648444316385872,1.0116706865255713,1.577016765055966
ACOT13,36,40,76,0.009832330168488742,1.8336055043339121,1.1335961929673817,2.955911734483216
ACOT2,3,3,6,0.4036187918150712,2.029450965679079,0.27168517495293276,15.1641955057073
ACOT8,127,303,430,0.1296431932328804,0.8452644224369443,0.6790191289083636,1.0473220242978087
ACOT9,49,75,124,0.12520717685944552,1.3296346243208776,0.9061414716160563,1.9354959374501857
ACOX1,49,52,101,0.0013220596691221054,1.9233511384150723,1.2722523343498224,2.903529537283686
ACOX2,47,103,150,0.7268460698934834,0.9248228694989854,0.6390950796429217,1.3212304677178663
ACOX3,70,113,183,0.13266145872624738,1.2614095650721284,0.9201527062028924,1.7192029204394408
ACP1,4,5,9,0.4893629224557851,1.6235915115810744,0.32198688694002103,7.54774349569157
ACP2,30,101,131,0.014780385278669109,0.5995063535984908,0.38415223340516896,0.9108561457149945
ACP6,82,109,191,0.004026405051734039,1.5375811770542016,1.137027715983662,2.072452359485725
ACPL2,2,0,2,0.108994485854413,inf,0.3810289196999768,inf
ACPP,3,0,3,0.03597442136310939,inf,0.8385372201147251,inf
ACRBP,23,61,84,0.2962129928135987,0.763514545174413,0.4502647440421439,1.254013788729504
ACRC,22,33,55,0.31406752257124165,1.3545165503020211,0.7512114948925049,2.397752315009655
ACRV1,3,4,7,0.691234099771818,1.5219275420782505,0.22281976336141815,9.000803769858283
ACSBG1,105,217,322,0.9044453459224456,0.9811303648356656,0.7670650613744454,1.2485842488234866
ACSF2,66,135,201,1.0000000000000009,0.991680465228804,0.7253879841420277,1.344454830033208
ACSF3,155,338,493,0.4632770215418797,0.9274224214756183,0.7587003253203576,1.1297573329329291
ACSL1,49,108,157,0.6697855110938978,0.9194274622117238,0.640654417139993,1.303346226484904
ACSL3,35,55,90,0.26034838700567026,1.2935946456174203,0.8201902383251773,2.0160871424576188
ACSL4,1,0,1,0.33017175083311967,inf,0.052018464830419324,inf
ACSL5,34,70,104,0.9999999999999996,0.9852450941718666,0.6328167105521312,1.5076659925239282
ACSL6,21,64,85,0.106307431680298,0.6638706054263871,0.38447588291913576,1.1035350102983479
ACSM2A,73,148,221,1.0000000000000002,1.0006683259288351,0.7433794744367352,1.3370891792228519
ACSM2B,139,295,434,0.6775806638297779,0.9542647812714341,0.7713045409448623,1.1761071704513846
ACSM3,64,124,188,0.7550486169550036,1.0478730783640258,0.7605574635129091,1.4319481636358051
ACSM5,323,832,1155,0.00011381539848382392,0.7682511161689789,0.6692630983309504,0.8803312829458827
ACSS1,55,68,123,0.006814474622875289,1.6500980863829975,1.1324636599274007,2.3949050498200406
ACSS2,111,184,295,0.09065021449594243,1.2304231780075012,0.9600970077310287,1.5710934153920018
ACTB,1,0,1,0.33017175083311967,inf,0.052018464830419324,inf
ACTC1,1,6,7,0.437574472739008,0.33797470037422433,0.007349277109992818,2.787187601248132
ACTG1,5,5,10,0.3143107822496064,2.029984343965831,0.4668725223665612,8.826466253177541
ACTL6A,11,16,27,0.4152961990100129,1.395880096587211,0.5851389987867496,3.2061145771405672
ACTL6B,4,9,13,0.9999999999999998,0.9015655012744614,0.20275241979869071,3.2325794378038295
ACTN1,34,68,102,0.9999999999999994,1.0144964564780001,0.6503437599729486,1.5562173871124907
ACTN2,59,89,148,0.07872745806590087,1.3502487903867921,0.952446425124023,1.9020774513410499
ACTN4,94,189,283,0.949025705347281,1.009222648434471,0.7770183145689591,1.303529219114753
ACTR10,24,74,98,0.08384116793435258,0.655849590988945,0.39498256228065143,1.053646863578168
ACTR1B,47,116,163,0.2759644921492355,0.8198246281271991,0.5699657665963622,1.162791350034153
ACTR3B,0,2,2,1.0,0.0,0.0,10.79990352458474
ACTR6,19,31,50,0.45391334919329146,1.2445616581060788,0.6633926048264253,2.2772761138266424
ACTR8,33,55,88,0.36489142104397576,1.2190621679237081,0.7654896276906697,1.9144423275934142
ACVR2A,12,64,76,0.0008803199324835701,0.3784821049829678,0.1857088256805836,0.7087158975735696
ACVRL1,41,81,122,0.9229578769187359,1.0271957913857275,0.6862668629223747,1.5168045877974372
ACY1,234,412,646,0.07764851377417685,1.1620248529496822,0.9806327122008953,1.3745396901975566
ACYP2,21,45,66,0.8961494326482446,0.9464530756518776,0.5347548285020355,1.6248349796530017
AD000671.6,1,0,1,0.33017175083311967,inf,0.052018464830419324,inf
ADA,18,39,57,0.8883494463720556,0.93604363500723,0.5033166612099383,1.6783043313302535
ADAD2,87,206,293,0.2323102309268039,0.8535166781503692,0.654457908885222,1.1053690932556843
ADAL,3,4,7,0.691234099771818,1.5219275420782505,0.22281976336141815,9.000803769858283
ADAM15,80,204,284,0.08451905826705289,0.7913029272402891,0.601359916079854,1.0328653929089255
ADAM19,63,140,203,0.5983229004857383,0.9114936099642025,0.6642441551938286,1.2390506597075488
ADAM21,0,0,0,,,,
ADAM23,112,221,333,0.813216801906393,1.0289965691447154,0.8094601113640024,1.3020298370269152
ADAM28,102,281,383,0.0067433628106374,0.7292779163354157,0.5736197651387235,0.9212301553523934
ADAM29,35,74,109,0.9185909605762538,0.9591681900375346,0.6213157360314905,1.4554807983495046
ADAM32,72,55,127,3.7573849383590045e-08,2.686984122887471,1.8610774433555375,3.89826507393115
ADAM33,40,45,85,0.00747791750640576,1.811707019918918,1.1509240486124368,2.8424621222386786
ADAM8,67,115,182,0.267418358672062,1.1851305956482148,0.8612318591267094,1.6199445087621764
ADAMTS1,131,208,339,0.02996363241981456,1.287382511875382,1.022903647509317,1.6156814026630228
ADAMTS10,31,55,86,0.5657135708758829,1.1446019411265191,0.7110261839770435,1.812751025595631
ADAMTS12,114,212,326,0.47356598354648294,1.0936716267258215,0.8602446805679244,1.3846080404184926
ADAMTS13,132,207,339,0.022127188599453316,1.303990916050122,1.0364782683939011,1.6360809345349743
ADAMTS17,97,176,273,0.3972594606160399,1.121129397940594,0.8630741009822603,1.4492581159259643
ADAMTS19,35,88,123,0.2910402679024163,0.8051518954226096,0.5269486665742833,1.2063713999077015
ADAMTS2,117,276,393,0.17270638999965493,0.8556554245115039,0.6808033768449513,1.0699953777382194
ADAMTS20,72,93,165,0.004464669090889601,1.5814300433888513,1.1431731848510496,2.1801618631696456
ADAMTS4,187,324,511,0.08331392267503118,1.1795603925173066,0.9756265119326705,1.4229549723678019
ADAMTS6,89,207,296,0.28770343067964615,0.8692614713290081,0.6681373870159599,1.123355149502952
ADAMTS7,428,889,1317,0.6860536393048208,0.9738097193326112,0.8595483221471679,1.1021002837572074
ADAMTS8,217,333,550,0.0011438841384678383,1.3412012202492558,1.1198729837818655,1.6036734339952448
ADAMTS9,172,344,516,0.8858351972631838,1.0150384179129832,0.8366661655872243,1.2279146752658363
ADAMTSL4,162,251,413,0.007656359187192131,1.3228308370671307,1.0746789677614341,1.624921510086966
ADAMTSL5,107,199,306,0.4603930990951354,1.093398207954558,0.8533884138742669,1.3946499486507804
ADAP2,14,27,41,0.8689835207273283,1.0521160145323145,0.5092985648298429,2.080725060965254
ADAR,71,144,215,1.0000000000000002,1.0002800999525003,0.7398954438993756,1.3419642898482096
ADARB1,96,155,251,0.07787447195076423,1.2629756617183514,0.965776338423501,1.64485292706597
ADARB2,43,84,127,0.8497614936482468,1.0389260470528983,0.7006024724873077,1.5212063622978262
ADAT1,14,28,42,0.9999999999999998,1.0144211341462746,0.492944771713119,1.9951607977588905
ADAT2,35,61,96,0.5133029949769493,1.1654947043643307,0.7449624335567151,1.7982022500223673
ADAT3,7,19,26,0.6768366729417506,0.7469655236674961,0.26514582053330504,1.8576930370147062
ADC,45,118,163,0.1539321650929113,0.7709910392892947,0.5331181940645022,1.0982335906342495
ADCK1,80,145,225,0.43120173639567555,1.121802616490639,0.8404948345147513,1.4883917863823581
ADCK2,50,101,151,1.0000000000000004,1.0043770485258223,0.6992960496465641,1.4266198122440834
ADCK3,61,112,173,0.5159954486757184,1.1066007527441024,0.7944598318731787,1.5289303404129388
ADCK4,80,150,230,0.5714464815336756,1.0837112279929462,0.8132499296246393,1.435223570406125
ADCK5,6,10,16,0.7911365108573414,1.21752924478266,0.3634067404195337,3.700472938809345
ADCY1,77,170,247,0.5844280070920225,0.917253694337848,0.6894072661602741,1.2112161351248152
ADCY10,188,356,544,0.427901919014185,1.074990794815608,0.8920244875834764,1.292337340683526
ADCY2,50,132,182,0.11264855071207701,0.765415704136451,0.5400667546846782,1.0702066281730553
ADCY3,64,171,235,0.05859106514962301,0.7552359893966912,0.556101287368279,1.0150491124103764
ADCY5,10,6,16,0.016423522934593822,3.387003299303874,1.1143493745945041,11.344911595451006
ADCY6,100,176,276,0.27077820165960176,1.1567165112933993,0.8928857397369823,1.491751040862595
ADCY7,133,269,402,1.0000000000000004,1.003159559992171,0.8057032334806996,1.2442092693681288
ADCY8,8,18,26,1.0,0.901463421662663,0.338843911446072,2.181309005387583
ADCYAP1,2,11,13,0.24279946013809464,0.3685582869752677,0.03967775561180568,1.6899442644565985
ADD1,56,113,169,0.9999999999999999,1.0054664227941719,0.7147243525052441,1.400621299646421
ADD3,107,135,242,0.00024266406912974253,1.6252319464783949,1.2451859189720078,2.116893355193912
ADH1A,11,38,49,0.1290092123739394,0.5861088586458838,0.2699120613567014,1.1717003327303666
ADH1B,152,268,420,0.16943120573476325,1.1567632676934454,0.9379807078189869,1.4225193863805135
ADH5,33,54,87,0.35997433374383003,1.2417896019087358,0.7786112984070878,1.9538331215638196
ADHFE1,30,39,69,0.07207460778333816,1.564915841729241,0.9372364480005114,2.589282534205107
ADIRF,2,4,6,1.0000000000000002,1.0143763151399232,0.09170114745990235,7.0811817747290675
ADK,0,2,2,1.0,0.0,0.0,10.79990352458474
ADM,44,34,78,2.76797484391747e-05,2.6439002944866,1.6486059431171256,4.273113565802674
ADNP,0,0,0,,,,
ADORA1,23,33,56,0.2021638613082877,1.4164384519063038,0.7929286365295439,2.490015818527145
ADORA2B,26,42,68,0.366872038438531,1.2575526727760318,0.7390293071276058,2.1030858002225026
ADORA3,53,93,146,0.42549201923419033,1.1583016733991116,0.8087159510118186,1.6442428915951897
ADPGK,20,25,45,0.11276270144620279,1.626186872887993,0.8552854613814246,3.0537666127006333
ADPRHL1,62,90,152,0.045622175899923345,1.404051981349352,0.9967504468991962,1.9668053551736564
ADPRM,38,91,129,0.4514052659384015,0.8456666273637732,0.5621281464696934,1.250434239037562
ADRA1A,59,79,138,0.017624970694011022,1.5230892241916278,1.0657064723733394,2.16638971749441
ADRBK1,31,21,52,8.824750370729678e-05,3.0106105475352463,1.6729868641044126,5.5203821019801556
ADRM1,8,27,35,0.2793991854802173,0.6003004023848093,0.2354718315436157,1.3599754099017762
ADSL,22,48,70,0.898645731398628,0.9294383197168604,0.5334782404135608,1.5724856948695694
ADSS,1,19,20,0.006931245027800941,0.10655303130749125,0.0025676242382602936,0.6707936031914744
ADSSL1,36,69,105,0.8349324638976804,1.0590098750649426,0.6860185439457204,1.6102959041980005
ADTRP,23,12,35,8.883058913353588e-05,3.9053909986890996,1.8626020434563906,8.620575313818364
AEBP1,151,326,477,0.5509228732549272,0.9372345198166739,0.7644779504703025,1.1449557439677185
AES,0,5,5,0.1784728082256422,0.0,0.0,2.213567354173002
AF001548.6,0,0,0,,,,
AF001550.7,0,0,0,,,,
AFAP1L1,43,78,121,0.5606346248985494,1.1197164570382376,0.7515367573298756,1.6488584076232735
AFAP1L2,102,191,293,0.5293525280165856,1.085655123625431,0.842415410311184,1.3924477021697024
AFF1,251,426,677,0.022938585031203246,1.208858284323371,1.024899259634919,1.4236572462835884
AFF2,59,114,173,0.745345140253082,1.050724627109442,0.7520651953080899,1.454978739777991
AFF3,0,0,0,,,,
AFMID,84,214,298,0.08045083772345922,0.7918421308739334,0.6058359838911132,1.0270596783299342
AFP,42,62,104,0.1163451408008309,1.378419646581525,0.9069784719094592,2.0766196703752025
AGA,10,17,27,0.6839122572442883,1.1938336644107277,0.48803020293547,2.7638184367206815
AGAP1,3,6,9,1.0,1.0143800394184372,0.16405392833017918,4.752647786812888
AGAP2,7,22,29,0.42906179652112497,0.6448828577581619,0.23247013600118754,1.5647028088971708
AGAP3,54,110,164,1.0,0.995862897192765,0.7036375839169868,1.394963651545792
AGAP6,4,1,5,0.043690056833085154,8.1207798198385,0.8032690926837996,399.203114621839
AGAP8,0,1,1,0.9999999999999999,0.0,0.0,79.02388266631878
AGBL2,21,22,43,0.03392137669367197,1.94158085760324,1.0143082962642456,3.7062342469790215
AGBL5,82,214,296,0.052194605276117,0.7725290063012945,0.5896441694681649,1.0042287173935343
AGER,98,182,280,0.4796429747296785,1.0947839390530392,0.8447906599758513,1.4117978499980517
AGFG1,23,51,74,0.8045648022477696,0.9144156286303547,0.5325354692774933,1.5262917872396258
AGFG2,104,217,321,0.8567916738673619,0.971528147900114,0.7589365550289253,1.237276779451652
AGO3,6,12,18,0.9999999999999998,1.0143912238357502,0.31215648179218236,2.923021344429487
AGPAT4,10,14,24,0.38818562170270865,1.4502467960229004,0.5757430406999204,3.5139143044347496
AGPAT6,6,15,21,0.8177932965863461,0.8112311684143757,0.2576624745146008,2.2146445146450042
AGR3,0,5,5,0.1784728082256422,0.0,0.0,2.213567354173002
AGRN,389,955,1344,0.0006939559889615327,0.8069580171876769,0.7103594217475053,0.9153750985431651
AGTPBP1,107,199,306,0.4603930990951354,1.093398207954558,0.8533884138742669,1.3946499486507804
AGTRAP,8,6,14,0.08336620374138959,2.7082600844381015,0.8233952238893665,9.475528392972281
AHCTF1,287,527,814,0.1642817464736928,1.1132242804664416,0.9553979585057075,1.2951981301405182
AHI1,136,254,390,0.44335548902791094,1.0893831041897348,0.8746654588908896,1.3521581968342573
AHNAK,618,1108,1726,0.008443374720974143,1.1565664864683862,1.0374313423856139,1.288644127306778
AHRR,90,161,251,0.34245411056714636,1.1372474726061177,0.8660637370001502,1.4857164445175848
AHSA1,71,105,176,0.04320312728044095,1.3787730419706672,1.0029152456076031,1.8860350385990947
AHSA2,5,25,30,0.0779984707712455,0.4050013258502904,0.1209931262964994,1.0782107379647081
AIF1,1,2,3,0.9999999999999999,1.0143725927892047,0.0171943168231569,19.498984920552154
AIFM1,7,8,15,0.2783374960683125,1.776504780709737,0.5479655373716955,5.610573154440589
AIFM3,80,140,220,0.31090338198656386,1.1626124434044134,0.8695862294537788,1.5455886704553712
AIG1,6,10,16,0.7911365108573414,1.21752924478266,0.3634067404195337,3.700472938809345
AIM1L,114,208,322,0.36755205947982705,1.1152844099676904,0.8766114277663714,1.4131528384851981
AIMP1,19,11,30,0.0007284675753175845,3.516259130962589,1.588302462386283,8.18737929333003
AIRE,73,135,208,0.5518165303390512,1.0988709574073776,0.8127384358824501,1.4757736217971127
AJUBA,3,12,15,0.41190327750350514,0.506824511612523,0.09172726830838644,1.87954406252664
AK1,18,42,60,0.6812481402157013,0.8688610128424037,0.47008806790815516,1.5448202987674522
AK2,61,149,210,0.23632739283550383,0.827864910634157,0.6026088145276536,1.1254452091117615
AK7,91,194,285,0.7499109541965635,0.9504540421963473,0.7303195499821685,1.2294352688852415
AK8,35,46,81,0.05752753867067534,1.5485381648310212,0.9665852024542385,2.461059807596006
AK9,67,83,150,0.0028828609863265743,1.6488606184244465,1.1739463150833067,2.3084184674886683
AKAP13,131,235,366,0.2588744634265667,1.1354809582777627,0.9065631171573376,1.4173443626772473
AKAP14,3,13,16,0.29305090081113133,0.46778055134058266,0.08545121991628689,1.7036493429823192
AKAP17A,57,148,205,0.11582830512928154,0.7780487673003799,0.5613978863728326,1.0658098249942012
AKAP3,129,270,399,0.7867806431288674,0.9682211001393772,0.7759195595776108,1.203233451945443
AKAP7,53,160,213,0.010065234960582883,0.6674758811926368,0.4785020823366091,0.9183865320215551
AKAP8,185,330,515,0.15091960670768395,1.144199306886222,0.9463143347716626,1.3802643485247157
AKAP8L,32,45,77,0.11483139740793588,1.4463383613990135,0.8880023630995199,2.3310014981037512
AKAP9,142,374,516,0.0063366396605097726,0.7615065088097259,0.6207391807485176,0.9301488629153322
AKIP1,0,1,1,0.9999999999999999,0.0,0.0,79.02388266631878
AKNA,223,386,609,0.05697690592880127,1.1825403243643426,0.9934749031519408,1.4049945918472504
AKR1A1,43,81,124,0.70149196624497,1.0778358859411805,0.7251734568291339,1.582513480231289
AKR1B1,21,37,58,0.5793663556207793,1.1522425286662632,0.6398519799751485,2.023829377053433
AKR1B10,48,93,141,0.7875359434663102,1.0476723551207523,0.7219783193844279,1.503390423387759
AKR1B15,63,128,191,0.9999999999999998,0.9984894220856539,0.7245651177111141,1.3640628982454321
AKR1C1,31,69,100,0.7489095774926047,0.9107505711663046,0.5749997342956215,1.4133437266141382
AKR1C3,19,26,45,0.2046551050870072,1.4848993435901334,0.775761676077819,2.792671305921118
AKR1E2,21,32,53,0.30816562373798034,1.333181603621657,0.729533677319396,2.3879985561540384
AKT1,11,26,37,0.7296293076260739,0.8579231031707292,0.38216760845454983,1.7990673781090039
AKT2,20,49,69,0.5227975627397434,0.8271861050926338,0.4650298467069941,1.4198873970785775
AKTIP,32,94,126,0.0705765697047522,0.6880674568288919,0.44476252153714163,1.039753990000833
AL022328.1,1,0,1,0.33017175083311967,inf,0.052018464830419324,inf
AL136376.1,0,1,1,0.9999999999999999,0.0,0.0,79.02388266631878
AL161645.2,0,0,0,,,,
AL590714.1,1,1,2,0.5513490158118259,2.0289181396024274,0.025841350361913974,159.09232933227528
AL627171.2,0,2,2,1.0,0.0,0.0,10.79990352458474
AL645608.1,0,1,1,0.9999999999999999,0.0,0.0,79.02388266631878
ALAD,21,44,65,1.0000000000000002,0.9681100778958338,0.5459614429138889,1.666007290480969
ALAS1,45,97,142,0.7880014938003579,0.9404742778423437,0.6438256732245502,1.355780752625046
ALAS2,0,2,2,1.0,0.0,0.0,10.79990352458474
