gene,case_missense_mpc_2,control_missense_mpc_2,sample_missense_mpc_2,pval_missense_mpc_2,OR_missense_mpc_2,lowci_missense_mpc_2,highci_missense_mpc_2
CUL4A,101,206,307,1.0000000000000004,0.994524270878741,0.7733853205290893,1.2722291593530086
CUL4B,0,6,6,0.18725062603057638,0.0,0.0,1.7226616347077688
CUTC,16,19,35,0.14817974226070307,1.7113076089204322,0.8220700893541026,3.5175914925767167
CUX1,31,46,77,0.1820964117635075,1.3701648443788859,0.8383952509589483,2.211731499935368
CUZD1,58,101,159,0.35126234825372793,1.1674973448328134,0.8283291663400185,1.6323572634013381
CWC25,20,22,42,0.04903758630427681,1.8486701792483244,0.9558076029452984,3.5550571938183
CWF19L1,13,33,46,0.5341317177137653,0.7985559783847498,0.3852495747198249,1.5603264287707033
CWH43,76,154,230,1.0,1.001213620654622,0.7482986061134633,1.3301471671056984
CXADR,2,0,2,0.108994485854413,inf,0.3810289196999768,inf
CXCL17,2,5,7,1.0000000000000002,0.8114264727671339,0.07722437069732538,4.9588532811017165
CXCL2,3,11,14,0.5702592161106874,0.5529669816549805,0.09899154353650957,2.094916260890694
CXCL3,4,9,13,0.9999999999999998,0.9015655012744614,0.20275241979869071,3.2325794378038295
CXXC1,6,10,16,0.7911365108573414,1.21752924478266,0.3634067404195337,3.700472938809345
CXorf23,28,51,79,0.6330287464511057,1.1146259589073766,0.6756078675845564,1.8045835468787752
CXorf36,2,5,7,1.0000000000000002,0.8114264727671339,0.07722437069732538,4.9588532811017165
CXorf38,2,3,5,0.6676448300058453,1.352681163414069,0.11290990395630233,11.810079668459114
CXorf57,1,2,3,0.9999999999999999,1.0143725927892047,0.0171943168231569,19.498984920552154
CXorf65,1,6,7,0.437574472739008,0.33797470037422433,0.007349277109992818,2.787187601248132
CYB561,16,31,47,0.877323339321011,1.047275916278239,0.5342968438601264,1.9769203616342403
CYB561A3,6,13,19,1.0,0.9362425406011246,0.29157500932237035,2.6427343420816207
CYB561D1,4,4,8,0.4523734751766921,2.0297175857424876,0.37782843180445513,10.90380548758436
CYB5B,15,26,41,0.6207173899142358,1.1710536543863417,0.575901797080653,2.2979586408399593
CYB5D1,2,1,3,0.2550346148370204,4.058485292018265,0.21121917126250336,239.14629870833855
CYB5D2,10,26,36,0.5962850469081511,0.7797549148754739,0.3351941592277258,1.6732908788786953
CYB5R1,10,15,25,0.5236155835944235,1.353413031535819,0.5431786717008911,3.2237144419698542
CYB5R2,125,201,326,0.04215178764197745,1.27032926063456,1.0043702953745632,1.6018265387587
CYB5R3,1,1,2,0.5513490158118259,2.0289181396024274,0.025841350361913974,159.09232933227528
CYB5R4,42,66,108,0.21707844961280914,1.2941322929072445,0.8556434112377124,1.9383831700034735
CYB5RL,59,106,165,0.45382282360294873,1.131181079768698,0.8064395637618341,1.573750720801589
CYFIP1,152,307,459,0.9596563985935601,1.0046335737684098,0.8183311076963438,1.2292662397203313
CYFIP2,66,120,186,0.4798001179084445,1.1177958432030113,0.8127940811870533,1.5259818733023793
CYHR1,12,22,34,0.8553114815437516,1.1068962779745657,0.4987571932588382,2.3387525933476723
CYLC2,136,369,505,0.002698120980440512,0.7385296777845367,0.5997808622305683,0.905117645980452
CYLD,17,21,38,0.16548505034541622,1.6451038003226877,0.813929753170067,3.2781312356816916
CYP11A1,49,73,122,0.09985560363294292,1.3664050866934156,0.9294000991838858,1.9937124127195944
CYP11B1,5,15,20,0.6347398354575338,0.6758437899363712,0.19202131080230084,1.9580009922734585
CYP17A1,18,23,41,0.13810034315561465,1.5904173158322088,0.8077219552226786,3.0844327081997074
CYP19A1,13,40,53,0.2410489747077167,0.6582079589133604,0.3226066770312785,1.2580373007673378
CYP20A1,44,82,126,0.6352406222611882,1.0895947045718113,0.7360905368163162,1.593952971930178
CYP21A2,26,63,89,0.4980022029321304,0.8361762430270586,0.5072646583937834,1.3423803130733007
CYP24A1,111,221,332,0.8592652656299826,1.0195242706869139,0.8014149475312722,1.2909248010642862
CYP26A1,1,3,4,0.9999999999999998,0.6761794432770978,0.012881146261914512,8.424766244846516
CYP26B1,51,64,115,0.01238018605124921,1.624853357971464,1.099747251315275,2.389926071810787
CYP27A1,37,66,103,0.5290258888960508,1.1386230946250004,0.7385592517035489,1.7318643488908814
CYP27B1,53,81,134,0.11611087941834121,1.332011538650937,0.9217561479197203,1.9108110639766083
CYP2A6,68,129,197,0.6473035825722027,1.0706419652039925,0.7840318788886468,1.451176004628281
CYP2A7,80,116,196,0.021474643751902656,1.4075605946830736,1.042248764803022,1.8928694686348626
CYP2B6,96,176,272,0.433876644744792,1.1092792055118477,0.8531707791737827,1.435135555677262
CYP2C18,2,15,17,0.07196650894928952,0.2701572090785312,0.029963172369426624,1.16255914222264
CYP2C19,121,254,375,0.7803986663713681,0.9653574114426945,0.7681222242862198,1.2078904114929427
CYP2C8,123,258,381,0.7820490006032704,0.9661062933142658,0.7701629397858657,1.2066910667357171
CYP2E1,34,72,106,0.9174583426152093,0.95764088951777,0.6162082554810046,1.462093525909289
CYP2F1,8,15,23,0.8276467060133159,1.082148202928204,0.39698672827686166,2.721764623199501
CYP2J2,48,82,130,0.34903306609804996,1.1898710230766705,0.8136030824790204,1.7235212345641497
CYP2R1,6,24,30,0.17270830164699144,0.5064410178520228,0.16920199822477505,1.273096890212658
CYP2W1,53,157,210,0.017581696025721107,0.680494972519941,0.4874853303396435,0.9371002858129326
CYP39A1,195,393,588,0.928375711207362,1.0069729399651979,0.839830772959091,1.2043072634884688
CYP3A4,39,112,151,0.067024225467431,0.7034582327768116,0.4745914599104976,1.023434971953903
CYP3A43,55,82,137,0.08231895719505804,1.3659509347858076,0.9503471335541517,1.950227017969246
CYP3A5,95,194,289,0.9999999999999997,0.9932840359507183,0.7663242971596439,1.2802655777091398
CYP3A7,61,216,277,5.698294527610168e-05,0.566102136884604,0.417711030371246,0.7576137367109174
CYP46A1,6,9,15,0.587991742356172,1.3530467179507493,0.3959793188695153,4.259916715966868
CYP4A11,116,182,298,0.029083316728931503,1.3020274301345085,1.019096929315517,1.6582626000115108
CYP4B1,1,0,1,0.33017175083311967,inf,0.052018464830419324,inf
CYP4F11,74,157,231,0.7778275519285254,0.9553620137873207,0.7126182066483514,1.2710929187398348
CYP4F12,69,106,175,0.07474453709675608,1.326328488652436,0.9624382210930795,1.8178699622904548
CYP4F2,83,180,263,0.6428466625363208,0.9340584072371559,0.7091608734032891,1.2218938480195662
CYP4V2,70,138,208,0.881758466682812,1.0296255211157113,0.7588480048539576,1.3863868184529673
CYP4X1,1,0,1,0.33017175083311967,inf,0.052018464830419324,inf
CYP7B1,20,37,57,0.7780201438120846,1.0970996170388547,0.6024769463689098,1.942907936477654
CYR61,70,151,221,0.7182198420257944,0.9393768575803348,0.6952517961758673,1.2588493772413232
CYTH1,2,24,26,0.005377522711803019,0.16863544894397325,0.01931548650019303,0.6798659891660267
CYTH2,7,14,21,1.0000000000000002,1.014394955840448,0.34620742826264195,2.688230106921896
CYTH4,29,47,76,0.3306633696742664,1.2536137121531339,0.75960048291338,2.037145888951383
CYTIP,2,1,3,0.2550346148370204,4.058485292018265,0.21121917126250336,239.14629870833855
D2HGDH,87,261,348,0.0011641521927183728,0.6688062307826095,0.5168844433347339,0.8585186751444388
DAAM1,52,72,124,0.04327227784958684,1.4715236514288057,1.0074832639443554,2.1364425567492784
DAAM2,153,265,418,0.11244810602619197,1.1783335173017662,0.9555154904154097,1.4491293511685182
DAB2,0,1,1,0.9999999999999999,0.0,0.0,79.02388266631878
DACT1,30,58,88,0.8207723881953345,1.0497225792112215,0.6509092377315088,1.6616528117844411
DAGLA,5,11,16,1.0000000000000004,0.9220556115366,0.2509770259438655,2.8808732607101195
DAGLB,10,40,50,0.05079630669400308,0.5059287643295114,0.2253664286374734,1.0308602243179619
DAK,54,144,198,0.09335844772540305,0.757380250978084,0.5420474986262027,1.0450858388945128
DALRD3,7,15,22,0.9999999999999997,0.9466474208218686,0.3262382735347707,2.4689797700766833
DAO,19,50,69,0.3704848761659396,0.769773449410958,0.4279597110932248,1.3312034687972047
DAP3,72,118,190,0.16143328542167135,1.2423302252535617,0.9111145352374995,1.6841868089608452
DAPK1,59,102,161,0.3532468986548018,1.1761379491379331,0.8366360551421511,1.6405535016394537
DAPK2,69,212,281,0.00202238414470403,0.6541386872612729,0.4897034508171221,0.8647851149863263
DAPK3,10,14,24,0.38818562170270865,1.4502467960229004,0.5757430406999204,3.5139143044347496
DAPP1,3,4,7,0.691234099771818,1.5219275420782505,0.22281976336141815,9.000803769858283
DARS,43,95,138,0.7158232983459827,0.9173547559905165,0.6230789238926818,1.3315419008526717
DAXX,132,172,304,0.00015425885134140156,1.5765967981750124,1.2427039266135755,1.9965810257475902
DAZAP1,2,5,7,1.0000000000000002,0.8114264727671339,0.07722437069732538,4.9588532811017165
DAZAP2,10,51,61,0.005806524123015762,0.396253394346225,0.1791683364198074,0.7904545664417278
DBF4B,20,13,33,0.0012905687294142995,3.131819712193336,1.4808250376767529,6.85766715001025
DBN1,4,3,7,0.22885309363920828,2.706490056948578,0.4576056779752292,18.484785553350836
DBNL,20,18,38,0.014499407871451658,2.260525280801276,1.1338835927924797,4.537991889978798
DBR1,10,19,29,0.8454481965300341,1.0679193941460936,0.44308906342456816,2.4165861840475737
DBT,18,72,90,0.009216832992259106,0.5049010614421487,0.28298214809568245,0.8568976981601222
DCAF10,6,6,12,0.2276562663595141,2.0302512404566597,0.5423622830037863,7.599481340385322
DCAF11,36,98,134,0.13956105425243012,0.7428543351929972,0.49130850107191104,1.101137375048269
DCAF12L2,0,0,0,,,,
DCAF13,45,83,128,0.6367184340351912,1.1010765596077867,0.7468243531761539,1.6050668529871441
DCAF15,7,20,27,0.5409034919434648,0.7095445261710999,0.2532668546211842,1.748680963957883
DCAF16,5,14,19,0.631832799274725,0.7241971463821821,0.20399421705376575,2.12977232253389
DCAF17,43,95,138,0.7158232983459827,0.9173547559905165,0.6230789238926818,1.3315419008526717
DCAF4,41,51,92,0.025371901723777995,1.6376668023101935,1.0563806015543653,2.524771225973935
DCAF5,2,0,2,0.108994485854413,inf,0.3810289196999768,inf
DCAF6,29,74,103,0.3435724271413535,0.7935329852365787,0.49693407258800126,1.2367845129896993
DCAF7,0,1,1,0.9999999999999999,0.0,0.0,79.02388266631878
DCAF8,6,32,38,0.024075747192631076,0.37944865751584544,0.1295904875016159,0.921070226585478
DCAF8L2,3,2,5,0.33995518690032767,3.0443613995111147,0.3485850272371702,36.48612398803831
DCBLD1,34,71,105,0.9174639555529539,0.9712226631070437,0.6244017279480283,1.4844840136835826
DCBLD2,42,66,108,0.21707844961280914,1.2941322929072445,0.8556434112377124,1.9383831700034735
DCC,11,16,27,0.4152961990100129,1.395880096587211,0.5851389987867496,3.2061145771405672
DCDC1,5,18,23,0.3742467911416277,0.5629944403798615,0.1632695172706639,1.5749243087467217
DCDC2,2,11,13,0.24279946013809464,0.3685582869752677,0.03967775561180568,1.6899442644565985
DCHS2,129,213,342,0.062022751836000777,1.2365120341261995,0.9822825001104191,1.5517192450696395
DCK,9,13,22,0.49673925287917337,1.4054486929194008,0.5297117305432296,3.5574857058414935
DCLK1,6,7,13,0.37730682856384573,1.7400187114707637,0.4827382547841415,6.0510471416965155
DCLK2,7,13,20,0.8160773357541281,1.0925477391161256,0.36879958058161805,2.9492766668001518
DCLRE1B,48,81,129,0.3022694524997327,1.2047117127540021,0.8230897735682213,1.746717543973598
DCLRE1C,22,57,79,0.4007047502907686,0.7818203917851578,0.45437143508100863,1.301309268099535
DCN,23,30,53,0.10950240431692546,1.5586541525756048,0.8633462663156524,2.779346409285085
DCP1B,1,10,11,0.11473345245550509,0.20266539741273168,0.004672756060358031,1.4256641844149247
DCP2,6,14,20,0.9999999999999999,0.8692686922142097,0.2735580181601548,2.4101847559835288
DCST1,14,26,40,0.866417938827068,1.092716001413834,0.5267602721970308,2.173728457478336
DCST2,36,66,102,0.6724182163627561,1.1075664428938854,0.7152606228722392,1.6905216739319018
DCSTAMP,30,57,87,0.8190944412604629,1.068273686497123,0.6615436075015753,1.6937526384922568
DCT,16,12,28,0.008714135550768956,2.7118111805620644,1.2023499112871967,6.287043987962901
DCTD,3,3,6,0.4036187918150712,2.029450965679079,0.27168517495293276,15.1641955057073
DCTN1,41,68,109,0.30746041947115443,1.225549245249215,0.8092095544970985,1.8359397839600633
DCTN2,19,31,50,0.45391334919329146,1.2445616581060788,0.6633926048264253,2.2772761138266424
DCTN3,0,3,3,0.5555283985377909,0.0,0.0,4.909881158898293
DCTN4,2,2,4,0.6030400067624689,2.029184483668168,0.14702005829452644,28.004710506925612
DCTN5,1,0,1,0.33017175083311967,inf,0.052018464830419324,inf
DCUN1D1,0,3,3,0.5555283985377909,0.0,0.0,4.909881158898293
DCUN1D2,11,16,27,0.4152961990100129,1.395880096587211,0.5851389987867496,3.2061145771405672
DCUN1D4,4,1,5,0.043690056833085154,8.1207798198385,0.8032690926837996,399.203114621839
DCUN1D5,3,1,4,0.1082830083029593,6.089065976923362,0.48873659914529244,319.1834316940183
DCXR,43,109,152,0.22510679170271822,0.7981166625433448,0.5459986115068178,1.1484611864984406
DDA1,1,7,8,0.28490086574206863,0.28966474539301484,0.006428805484935256,2.25599341335909
DDAH2,10,26,36,0.5962850469081511,0.7797549148754739,0.3351941592277258,1.6732908788786953
DDB1,19,66,85,0.03709517197932968,0.5819961990968145,0.329333932220299,0.9833326441555941
DDB2,37,95,132,0.2638263947931964,0.7881506637643972,0.5228429371345298,1.1661695511005297
DDC,36,95,131,0.19134036920547168,0.7665983743085235,0.5062301970032621,1.1385410894322154
DDHD1,12,31,43,0.520323792463186,0.7846884572883057,0.36654779197248527,1.5735240118569087
DDHD2,31,104,135,0.012704262232115255,0.6015435085599441,0.38842204648865863,0.9078909916397446
DDIT4,5,5,10,0.3143107822496064,2.029984343965831,0.4668725223665612,8.826466253177541
DDO,15,11,26,0.011025138261491997,2.7730694767638266,1.1888322748465263,6.681676952220004
DDR1,25,45,70,0.6126662137202308,1.12787944822181,0.6617469822251842,1.8822864139168292
DDRGK1,7,10,17,0.45184286409965063,1.420868758136642,0.458619764120146,4.1390279115834705
DDX10,82,166,248,0.9999999999999996,1.0021885248586635,0.7574172649758065,1.3174962977975497
DDX11,108,222,330,0.9526763948461007,0.9865737713409634,0.773867010090901,1.251521665979767
DDX17,16,24,40,0.3997008469589368,1.3539639303099553,0.6712423725755762,2.6602021773533413
DDX18,57,111,168,0.8045203616829915,1.0423893490410368,0.7419358044411702,1.4510294982641474
DDX19A,26,61,87,0.5691503523606675,0.86380564447391,0.5228744050970261,1.390576819367279
DDX19B,20,38,58,0.7816300121543437,1.068096079483257,0.5880037420987357,1.8852226300228783
DDX20,13,22,35,0.5932252113162828,1.1994256041946716,0.5544143962312814,2.4916265873104315
DDX23,19,22,41,0.09452066438317726,1.7557597240841254,0.8975269193758875,3.4035682637077063
